Week,Rockets,Water_Shipped_ton,Equipment_Shipped_ton,Total_Shipped_ton,Stock_Level_ton,Recycling_Rate,Recycled_Water_ton,Water_Demand_ton,Cumulative_Rockets,Cumulative_Cost_M,Cumulative_Equipment,Self_Sufficiency
243,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4807.0,240350.0,140.0,0.99
244,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4821.0,241050.0,140.0,0.99
245,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4835.0,241750.0,140.0,0.99
246,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4849.0,242450.0,140.0,0.99
247,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4863.0,243150.0,140.0,0.99
248,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4877.0,243850.0,140.0,0.99
249,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4891.0,244550.0,140.0,0.99
250,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4905.0,245250.0,140.0,0.99
251,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4919.0,245950.0,140.0,0.99
252,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4933.0,246650.0,140.0,0.99
253,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4947.0,247350.0,140.0,0.99
254,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4961.0,248050.0,140.0,0.99
255,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4975.0,248750.0,140.0,0.99
256,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,4989.0,249450.0,140.0,0.99
257,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5003.0,250150.0,140.0,0.99
258,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5017.0,250850.0,140.0,0.99
259,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5031.0,251550.0,140.0,0.99
260,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5045.0,252250.0,140.0,0.99
261,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5059.0,252950.0,140.0,0.99
262,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5073.0,253650.0,140.0,0.99
263,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5087.0,254350.0,140.0,0.99
264,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5101.0,255050.0,140.0,0.99
265,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5115.0,255750.0,140.0,0.99
266,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5129.0,256450.0,140.0,0.99
267,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5143.0,257150.0,140.0,0.99
268,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5157.0,257850.0,140.0,0.99
269,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5171.0,258550.0,140.0,0.99
270,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5185.0,259250.0,140.0,0.99
271,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5199.0,259950.0,140.0,0.99
272,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5213.0,260650.0,140.0,0.99
273,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5227.0,261350.0,140.0,0.99
274,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5241.0,262050.0,140.0,0.99
275,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5255.0,262750.0,140.0,0.99
276,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5269.0,263450.0,140.0,0.99
277,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5283.0,264150.0,140.0,0.99
278,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5297.0,264850.0,140.0,0.99
279,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5311.0,265550.0,140.0,0.99
280,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5325.0,266250.0,140.0,0.99
281,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5339.0,266950.0,140.0,0.99
282,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5353.0,267650.0,140.0,0.99
283,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5367.0,268350.0,140.0,0.99
284,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5381.0,269050.0,140.0,0.99
285,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5395.0,269750.0,140.0,0.99
286,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5409.0,270450.0,140.0,0.99
287,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5423.0,271150.0,140.0,0.99
288,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5437.0,271850.0,140.0,0.99
289,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5451.0,272550.0,140.0,0.99
290,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5465.0,273250.0,140.0,0.99
291,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5479.0,273950.0,140.0,0.99
292,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5493.0,274650.0,140.0,0.99
293,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5507.0,275350.0,140.0,0.99
294,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5521.0,276050.0,140.0,0.99
295,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5535.0,276750.0,140.0,0.99
296,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5549.0,277450.0,140.0,0.99
297,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5563.0,278150.0,140.0,0.99
298,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5577.0,278850.0,140.0,0.99
299,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5591.0,279550.0,140.0,0.99
300,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5605.0,280250.0,140.0,0.99
301,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5619.0,280950.0,140.0,0.99
302,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5633.0,281650.0,140.0,0.99
303,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5647.0,282350.0,140.0,0.99
304,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5661.0,283050.0,140.0,0.99
305,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5675.0,283750.0,140.0,0.99
306,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5689.0,284450.0,140.0,0.99
307,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5703.0,285150.0,140.0,0.99
308,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5717.0,285850.0,140.0,0.99
309,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5731.0,286550.0,140.0,0.99
310,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5745.0,287250.0,140.0,0.99
311,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5759.0,287950.0,140.0,0.99
312,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5773.0,288650.0,140.0,0.99
313,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5787.0,289350.0,140.0,0.99
314,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5801.0,290050.0,140.0,0.99
315,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5815.0,290750.0,140.0,0.99
316,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5829.0,291450.0,140.0,0.99
317,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5843.0,292150.0,140.0,0.99
318,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5857.0,292850.0,140.0,0.99
319,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5871.0,293550.0,140.0,0.99
320,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5885.0,294250.0,140.0,0.99
321,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5899.0,294950.0,140.0,0.99
322,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5913.0,295650.0,140.0,0.99
323,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5927.0,296350.0,140.0,0.99
324,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5941.0,297050.0,140.0,0.99
325,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5955.0,297750.0,140.0,0.99
326,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5969.0,298450.0,140.0,0.99
327,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5983.0,299150.0,140.0,0.99
328,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,5997.0,299850.0,140.0,0.99
329,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6011.0,300550.0,140.0,0.99
330,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6025.0,301250.0,140.0,0.99
331,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6039.0,301950.0,140.0,0.99
332,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6053.0,302650.0,140.0,0.99
333,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6067.0,303350.0,140.0,0.99
334,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6081.0,304050.0,140.0,0.99
335,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6095.0,304750.0,140.0,0.99
336,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6109.0,305450.0,140.0,0.99
337,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6123.0,306150.0,140.0,0.99
338,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6137.0,306850.0,140.0,0.99
339,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6151.0,307550.0,140.0,0.99
340,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6165.0,308250.0,140.0,0.99
341,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6179.0,308950.0,140.0,0.99
342,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6193.0,309650.0,140.0,0.99
343,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6207.0,310350.0,140.0,0.99
344,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6221.0,311050.0,140.0,0.99
345,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6235.0,311750.0,140.0,0.99
346,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6249.0,312450.0,140.0,0.99
347,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6263.0,313150.0,140.0,0.99
348,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6277.0,313850.0,140.0,0.99
349,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6291.0,314550.0,140.0,0.99
350,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6305.0,315250.0,140.0,0.99
351,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6319.0,315950.0,140.0,0.99
352,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6333.0,316650.0,140.0,0.99
353,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6347.0,317350.0,140.0,0.99
354,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6361.0,318050.0,140.0,0.99
355,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6375.0,318750.0,140.0,0.99
356,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6389.0,319450.0,140.0,0.99
357,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6403.0,320150.0,140.0,0.99
358,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6417.0,320850.0,140.0,0.99
359,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6431.0,321550.0,140.0,0.99
360,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6445.0,322250.0,140.0,0.99
361,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6459.0,322950.0,140.0,0.99
362,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6473.0,323650.0,140.0,0.99
363,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6487.0,324350.0,140.0,0.99
364,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6501.0,325050.0,140.0,0.99
365,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6515.0,325750.0,140.0,0.99
366,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6529.0,326450.0,140.0,0.99
367,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6543.0,327150.0,140.0,0.99
368,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6557.0,327850.0,140.0,0.99
369,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6571.0,328550.0,140.0,0.99
370,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6585.0,329250.0,140.0,0.99
371,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6599.0,329950.0,140.0,0.99
372,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6613.0,330650.0,140.0,0.99
373,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6627.0,331350.0,140.0,0.99
374,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6641.0,332050.0,140.0,0.99
375,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6655.0,332750.0,140.0,0.99
376,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6669.0,333450.0,140.0,0.99
377,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6683.0,334150.0,140.0,0.99
378,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6697.0,334850.0,140.0,0.99
379,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6711.0,335550.0,140.0,0.99
380,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6725.0,336250.0,140.0,0.99
381,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6739.0,336950.0,140.0,0.99
382,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6753.0,337650.0,140.0,0.99
383,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6767.0,338350.0,140.0,0.99
384,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6781.0,339050.0,140.0,0.99
385,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6795.0,339750.0,140.0,0.99
386,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6809.0,340450.0,140.0,0.99
387,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6823.0,341150.0,140.0,0.99
388,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6837.0,341850.0,140.0,0.99
389,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6851.0,342550.0,140.0,0.99
390,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6865.0,343250.0,140.0,0.99
391,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6879.0,343950.0,140.0,0.99
392,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6893.0,344650.0,140.0,0.99
393,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6907.0,345350.0,140.0,0.99
394,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6921.0,346050.0,140.0,0.99
395,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6935.0,346750.0,140.0,0.99
396,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6949.0,347450.0,140.0,0.99
397,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6963.0,348150.0,140.0,0.99
398,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6977.0,348850.0,140.0,0.99
399,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,6991.0,349550.0,140.0,0.99
400,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7005.0,350250.0,140.0,0.99
401,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7019.0,350950.0,140.0,0.99
402,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7033.0,351650.0,140.0,0.99
403,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7047.0,352350.0,140.0,0.99
404,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7061.0,353050.0,140.0,0.99
405,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7075.0,353750.0,140.0,0.99
406,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7089.0,354450.0,140.0,0.99
407,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7103.0,355150.0,140.0,0.99
408,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7117.0,355850.0,140.0,0.99
409,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7131.0,356550.0,140.0,0.99
410,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7145.0,357250.0,140.0,0.99
411,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7159.0,357950.0,140.0,0.99
412,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7173.0,358650.0,140.0,0.99
413,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7187.0,359350.0,140.0,0.99
414,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7201.0,360050.0,140.0,0.99
415,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7215.0,360750.0,140.0,0.99
416,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7229.0,361450.0,140.0,0.99
417,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7243.0,362150.0,140.0,0.99
418,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7257.0,362850.0,140.0,0.99
419,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7271.0,363550.0,140.0,0.99
420,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7285.0,364250.0,140.0,0.99
421,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7299.0,364950.0,140.0,0.99
422,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7313.0,365650.0,140.0,0.99
423,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7327.0,366350.0,140.0,0.99
424,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7341.0,367050.0,140.0,0.99
425,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7355.0,367750.0,140.0,0.99
426,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7369.0,368450.0,140.0,0.99
427,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7383.0,369150.0,140.0,0.99
428,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7397.0,369850.0,140.0,0.99
429,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7411.0,370550.0,140.0,0.99
430,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7425.0,371250.0,140.0,0.99
431,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7439.0,371950.0,140.0,0.99
432,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7453.0,372650.0,140.0,0.99
433,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7467.0,373350.0,140.0,0.99
434,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7481.0,374050.0,140.0,0.99
435,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7495.0,374750.0,140.0,0.99
436,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7509.0,375450.0,140.0,0.99
437,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7523.0,376150.0,140.0,0.99
438,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7537.0,376850.0,140.0,0.99
439,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7551.0,377550.0,140.0,0.99
440,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7565.0,378250.0,140.0,0.99
441,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7579.0,378950.0,140.0,0.99
442,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7593.0,379650.0,140.0,0.99
443,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7607.0,380350.0,140.0,0.99
444,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7621.0,381050.0,140.0,0.99
445,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7635.0,381750.0,140.0,0.99
446,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7649.0,382450.0,140.0,0.99
447,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7663.0,383150.0,140.0,0.99
448,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7677.0,383850.0,140.0,0.99
449,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7691.0,384550.0,140.0,0.99
450,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7705.0,385250.0,140.0,0.99
451,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7719.0,385950.0,140.0,0.99
452,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7733.0,386650.0,140.0,0.99
453,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7747.0,387350.0,140.0,0.99
454,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7761.0,388050.0,140.0,0.99
455,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7775.0,388750.0,140.0,0.99
456,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7789.0,389450.0,140.0,0.99
457,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7803.0,390150.0,140.0,0.99
458,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7817.0,390850.0,140.0,0.99
459,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7831.0,391550.0,140.0,0.99
460,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7845.0,392250.0,140.0,0.99
461,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7859.0,392950.0,140.0,0.99
462,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7873.0,393650.0,140.0,0.99
463,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7887.0,394350.0,140.0,0.99
464,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7901.0,395050.0,140.0,0.99
465,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7915.0,395750.0,140.0,0.99
466,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7929.0,396450.0,140.0,0.99
467,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7943.0,397150.0,140.0,0.99
468,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7957.0,397850.0,140.0,0.99
469,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7971.0,398550.0,140.0,0.99
470,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7985.0,399250.0,140.0,0.99
471,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,7999.0,399950.0,140.0,0.99
472,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8013.0,400650.0,140.0,0.99
473,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8027.0,401350.0,140.0,0.99
474,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8041.0,402050.0,140.0,0.99
475,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8055.0,402750.0,140.0,0.99
476,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8069.0,403450.0,140.0,0.99
477,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8083.0,404150.0,140.0,0.99
478,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8097.0,404850.0,140.0,0.99
479,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8111.0,405550.0,140.0,0.99
480,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8125.0,406250.0,140.0,0.99
481,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8139.0,406950.0,140.0,0.99
482,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8153.0,407650.0,140.0,0.99
483,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8167.0,408350.0,140.0,0.99
484,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8181.0,409050.0,140.0,0.99
485,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8195.0,409750.0,140.0,0.99
486,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8209.0,410450.0,140.0,0.99
487,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8223.0,411150.0,140.0,0.99
488,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8237.0,411850.0,140.0,0.99
489,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8251.0,412550.0,140.0,0.99
